vowelSAMPA,F0,F1_Hz,F2_Hz,F3_Hz,target
y,183.6666667,325.6666667,1937.333333,2586.666667,0
a,242.6666667,821.6666667,1801,2706.666667,0
e,237,468,2347.666667,3009.666667,0
a~,224.3333333,698.3333333,901.3333333,2614.333333,1
O~,225.6666667,469,1378.333333,2638.666667,1
e,232.6666667,451.6666667,2439,3033.333333,0
o,208.6666667,472.3333333,1024,2603,0
e,204,413,2308.666667,3115.333333,0
3,210,708.6666667,2200.333333,2844.333333,0
2,236,457.6666667,1849,2761.666667,0
e,216,461,2376,2986.333333,0
3,247.3333333,647.6666667,2201.666667,2956.666667,0
a~,212.6666667,679.6666667,1021,2277,1
u,228.3333333,369.3333333,789,2922,0
O~,229,462,1177,2768.333333,1
y,267,350.3333333,2024.666667,2480.666667,0
o,244.3333333,465.6666667,1098.333333,2670.666667,0
E~,240.6666667,768.3333333,1091.333333,2440,1
e,242.6666667,409,2362,2971,0
3,217.6666667,665.3333333,2110.666667,2874.333333,0
E~,218.3333333,671,1066.666667,2789,1
2,218.3333333,458.6666667,1723.666667,2467.666667,0
9,213.3333333,766.6666667,1629.666667,2700,0
u,253.6666667,368.3333333,992.6666667,2528,0
3,226.3333333,520.3333333,2342.666667,2974.333333,0
o,223.6666667,419.3333333,997.6666667,2747.666667,0
y,255,359.6666667,1710,2122.666667,0
y,222,314,1982.666667,2289,0
3,197.3333333,660.3333333,2130.666667,2847.333333,0
2,235,430,1874.666667,2667.333333,0
o,243.3333333,406.6666667,991,2686.333333,0
9,220,707.3333333,1757.333333,2810,0
9,216.3333333,721,1619.333333,2658.666667,0
o,208.3333333,483.3333333,973.3333333,2764.333333,0
2,198,411.6666667,1603.666667,2456.333333,0
i,252,428,2167,3349.666667,0
2,239,464.3333333,1566.666667,2513,0
a,225.3333333,809.3333333,1695.333333,2740,0
9,222.6666667,668,1624.333333,2750,0
a,160,807.6666667,1497,2768,0
a,248.3333333,864.3333333,1588.666667,2765,0
O~,226.6666667,401.6666667,1079,2556,1
E~,204.3333333,778.6666667,1159,2864,1
u,264.6666667,395,974.6666667,2872.666667,0
9,218.3333333,683.3333333,1718,2600.666667,0
a~,233.6666667,540,992.6666667,2792,1
2,246.3333333,462.6666667,1801.666667,2399,0
o,213.3333333,468.6666667,1065.333333,2716.666667,0
9,212.6666667,695.6666667,1717,2758,0
a~,243,669,923.6666667,2190,1
u,277.6666667,322.6666667,858,2426.666667,0
O~,213.3333333,443.6666667,1129,2921.666667,1
a~,245.3333333,753.3333333,1055.333333,3041,1
y,228,326,2068.333333,2257,0
u,232.3333333,520,1439,2963.333333,0
a,216.6666667,770.3333333,1711.666667,2608.666667,0
e,226,440,2342,3045.333333,0
E~,211.6666667,691,1041.666667,2205.666667,1
i,205,380.3333333,1751.333333,3184.666667,0
a,214.3333333,893,1434,2818.333333,0
E~,228,768.6666667,1135.666667,2214,1
i,234,313.6666667,2257.333333,3486.333333,0
a,215,946.6666667,1512,3230.333333,0
y,224,333,1595,2569.666667,0
3,256,725.3333333,2216.333333,3111,0
o,226,407,978.6666667,2681.666667,0
u,253.6666667,332.3333333,933.6666667,2642.333333,0
9,244,715.6666667,1849,2878.333333,0
2,225.6666667,497.3333333,1832.333333,2754.333333,0
9,221.3333333,746,1692.333333,3111,0
e,261,491,2485.333333,3416.666667,0
O~,222.3333333,359,1282.666667,2769,1
i,232,295,2344.666667,3507,0
E~,249.3333333,731,1308.666667,3067.666667,1
3,233.6666667,633.3333333,2359.333333,3232.333333,0
3,258.6666667,589.6666667,958.3333333,2408,0
o,233.3333333,530,871.6666667,2920.333333,0
y,228,351.3333333,2089,2776.333333,0
3,235.3333333,762.6666667,2370.333333,3367,0
9,251.6666667,727,1896,2896,0
i,251,303.6666667,2377.333333,3834,0
O~,247,356.3333333,1273.333333,2829.666667,1
u,263.3333333,372.3333333,623.6666667,3144,0
a~,214.6666667,689.3333333,1126,2390,1
i,253.6666667,289.3333333,1986.666667,3408.333333,0
y,266,311.6666667,2049,2471,0
a~,247.6666667,687.6666667,1276.666667,2845.666667,1
2,245.6666667,466.6666667,1864.666667,2791.333333,0
a,254,965,1395.333333,2481,0
u,231,302.6666667,738,2566.666667,0
2,251.6666667,480,1850.333333,2558,0
a~,246,818.3333333,1292,3377.333333,1
u,226,385.3333333,856,2696.333333,0
a~,253.6666667,603.3333333,1097.666667,2500.666667,1
a,269,879.6666667,1450.333333,2796.666667,0
a,222,952.3333333,1491.666667,3135.333333,0
e,231,446.3333333,1999.333333,3061.333333,0
2,258,494.3333333,1973.666667,2811.666667,0
2,259,454.6666667,1800,2795,0
9,226.3333333,747,1699,2927.333333,0
E~,256,728.3333333,1267.666667,3241.666667,1
O~,234.6666667,327,1212.666667,2822.666667,1
3,223.6666667,644.6666667,2421,3210,0
i,226,353,1438.333333,2992.666667,0
O~,242.3333333,364,1128.333333,2774.333333,1
9,235.6666667,661.3333333,1741,2887,0
a~,251,781.3333333,1515.333333,2899,1
o,254,483.3333333,1040.666667,2867.666667,0
a,240.3333333,924,1639.333333,3082.333333,0
2,254.6666667,468.3333333,1831.666667,2864.666667,0
3,235.6666667,671,2310.333333,3302,0
E~,252,672.3333333,1212,2732.333333,1
i,244.3333333,305,2176.333333,3761.666667,0
e,228,454.3333333,2563.333333,3512.333333,0
E~,251,564.6666667,1275,2869.333333,1
e,259.3333333,498.3333333,2447.333333,3391,0
o,234.6666667,504.6666667,1062.666667,2747.333333,0
e,253.3333333,491.6666667,2464.333333,3136.666667,0
E~,246.6666667,557.6666667,1272.666667,3134.666667,1
e,215.6666667,474,2598.333333,3335.666667,0
o,213.3333333,416.3333333,1079,2780,0
i,220,332.3333333,2308.666667,3686.333333,0
u,222.6666667,377,810.6666667,2638,0
y,232,330.6666667,2115.666667,2641.333333,0
y,266,344.6666667,2135.333333,2680.666667,0
E~,247.3333333,522,1236.666667,2230.333333,1
a~,215,648.3333333,1194.666667,2441.666667,1
O~,227.6666667,326.6666667,1238,2651.333333,1
u,243.6666667,420.3333333,993,2857.333333,0
O~,207.3333333,380.3333333,1281.333333,2780.666667,1
y,245.6666667,279,2208.666667,2555,0
o,213.6666667,480.3333333,1003.333333,2872.333333,0
a,244.3333333,902.6666667,1532.666667,3266.666667,0
i,240.3333333,349.3333333,2327.333333,3652,0
i,231,404.6666667,2685.333333,3817,0
u,241,301.6666667,847.6666667,2690.333333,0
E~,251.6666667,535.6666667,1353.666667,2162,1
y,264.6666667,435,2077.666667,2950.666667,0
O~,234,374,1270,2609,1
i,220.6666667,322,2167.333333,3596.333333,0
3,249.3333333,651.3333333,2354.666667,3238,0
O~,239.3333333,425.6666667,1216.333333,2817.333333,1
a~,244.6666667,704.3333333,1264.333333,2455.666667,1
y,247.3333333,331,2164,2768.333333,0
a,225.6666667,906.3333333,1633.333333,3081,0
e,254.6666667,488.6666667,2509,3426.333333,0
a~,266,674,1344,3388,1
O~,226,363.6666667,1290.333333,2852.666667,1
e,244.3333333,446.6666667,2456.666667,3261.333333,0
o,248,457.6666667,902.3333333,2663,0
e,225.6666667,434.6666667,2415.333333,3296.666667,0
3,242.6666667,771.6666667,2248.666667,3091.333333,0
2,219,494.6666667,1824,2935.333333,0
e,244,450.3333333,2591.666667,3369,0
3,244.3333333,634,1323.666667,2629.333333,0
a~,240,726.6666667,1573,3874.666667,1
u,231,399.3333333,802.3333333,2718.666667,0
O~,241,421.3333333,1194.666667,2695.666667,1
y,255,325,2274.666667,2596,0
o,208.3333333,391.3333333,1138.333333,2625.666667,0
E~,247.3333333,584.3333333,1238,2038.666667,1
e,229.6666667,444.6666667,2546.666667,3378.333333,0
3,206.6666667,663.6666667,1900.333333,3027.333333,0
E~,207,484.6666667,1210,3015.666667,1
2,259.6666667,492,1816,2756.333333,0
9,224.6666667,691.6666667,1654.666667,2822.333333,0
u,213,333.6666667,1108.666667,2836,0
3,243.6666667,660,2346.333333,3207,0
o,233,413.3333333,1008.666667,2622.666667,0
y,262,348,1961.333333,2526.333333,0
y,259,319.3333333,2042.666667,2677.666667,0
3,249.3333333,722.6666667,2043,3110.666667,0
2,261.6666667,503.3333333,1814.666667,2916.666667,0
o,248.3333333,454.6666667,980.3333333,2897.666667,0
9,242.6666667,707.6666667,1825.333333,2969.666667,0
9,241,719.3333333,1915,2868.666667,0
o,259,481,920.3333333,3219.666667,0
2,266.3333333,504.3333333,1968.333333,2866,0
i,249.6666667,335,902.6666667,2893,0
2,244.3333333,480.6666667,1780,2823.666667,0
a,224.6666667,864,1686.666667,3083.333333,0
9,218.6666667,659.6666667,1838,2950,0
a,234.6666667,908,1533.333333,3213.333333,0
a,228,950.3333333,1488,2734.666667,0
O~,247,313,1239.333333,2672.666667,1
E~,230.3333333,750,1151,2596.333333,1
u,245.3333333,386.6666667,911,2732.666667,0
9,231,689,1836.666667,2890.333333,0
a~,231.3333333,635,1052,2880.333333,1
2,233.6666667,490.6666667,1913.666667,2688,0
o,253,463.6666667,1008.666667,2868,0
9,239.6666667,687,1863.333333,2912.666667,0
a~,232.6666667,752.6666667,1045.666667,2679,1
u,168,353.6666667,844,2653.333333,0
O~,234.6666667,373,1322.666667,3131,1
a~,254.6666667,741,1115.666667,2066.333333,1
y,231.3333333,294,2080,2291,0
u,258.6666667,383.6666667,771.3333333,2439,0
a,242,881,1708.333333,3103,0
e,245.3333333,479.6666667,2481,3295.666667,0
E~,216.3333333,656.6666667,1102.333333,1951,1
i,245.3333333,290.6666667,1110,2611.666667,0
a,235.6666667,947,1576.666667,3200,0
E~,223.6666667,591.6666667,1076.666667,3140.333333,1
i,252.3333333,344.6666667,2490.666667,3707,0
a,139.6666667,673,1374.333333,2608.333333,0
y,173,344.3333333,1604.333333,2319.333333,0
3,138,577.3333333,1896.333333,2775.666667,0
o,128.3333333,360,860.3333333,2494.666667,0
u,176.3333333,335.3333333,929.3333333,2463.666667,0
9,125.6666667,520.3333333,1615.666667,2685,0
2,125.6666667,343.6666667,1367.666667,2344.666667,0
9,152,517.6666667,1446,2539.333333,0
e,156.3333333,340.6666667,2313.666667,2856.333333,0
O~,158,592.3333333,1800.333333,3166,1
i,164.3333333,246.6666667,2204,3369.333333,0
E~,127.3333333,766.3333333,1507,3261.333333,1
3,133,466.3333333,1940,2827.666667,0
3,134,392,2179.333333,2886.666667,0
o,146.6666667,367.3333333,660,2885,0
y,136.6666667,310.3333333,1491.333333,2356.666667,0
3,163.3333333,557.3333333,1907.666667,2983.666667,0
9,146.6666667,518.6666667,1463,2548,0
i,163,275.3333333,2321.666667,3436,0
O~,114.6666667,481.3333333,1807.333333,2881.666667,1
u,168.3333333,303,633.3333333,2760.666667,0
a~,147.6666667,618.3333333,1528,3170.333333,1
i,163.3333333,243.6666667,2298.666667,3312.666667,0
y,147.3333333,289.6666667,1980,2350.333333,0
a~,136.6666667,655.3333333,1525.333333,3054.666667,1
2,133.6666667,308.3333333,1537.666667,2442,0
a,139.6666667,787.6666667,1522.333333,2802,0
u,154.3333333,300.6666667,1242.333333,2303.666667,0
2,123.6666667,343.3333333,1379.333333,2439.666667,0
a~,123,697.3333333,1307,2673.666667,1
u,140.6666667,402,860.6666667,2615,0
a~,147.6666667,697,1615,3376,1
a,134.6666667,705.3333333,1453.333333,2618,0
a,132,785.3333333,1354.333333,2920,0
e,154,341,2166,2851.333333,0
2,140.3333333,335.6666667,1620.666667,2432,0
2,166.6666667,343.3333333,1496.333333,2518.333333,0
9,123,540.6666667,1356.333333,2557,0
E~,135.6666667,610,1270.666667,2397.666667,1
O~,137.3333333,682.6666667,1786,2923.666667,1
3,123.3333333,522.3333333,2044.666667,2979.333333,0
i,135.6666667,267.6666667,2110.333333,3465.666667,0
O~,151.6666667,397.3333333,1112,2423,1
9,124.6666667,498,1527,2623.333333,0
a~,147.3333333,650.3333333,1465,2997.333333,1
o,159.3333333,377.6666667,854,2646.666667,0
a,128,725,1359,2740.666667,0
2,148.3333333,334.6666667,1601.333333,2469.333333,0
9,129.6666667,503.6666667,1511.333333,2551.666667,0
3,150.6666667,549.3333333,1906,2706.333333,0
E~,132.6666667,570.3333333,1197.666667,2173.666667,1
i,129.3333333,272.3333333,2177.666667,3333.333333,0
e,140,327.6666667,2125.666667,2822.666667,0
E~,157,557.6666667,1250.333333,2023,1
e,150.6666667,326,2134.666667,2894.333333,0
o,126.6666667,377.3333333,917.6666667,2596,0
e,170.3333333,344.3333333,2202,2883,0
E~,126.6666667,731,1535,3015.666667,1
e,134.3333333,400.3333333,2170.666667,2882.666667,0
o,131.3333333,359.6666667,853.6666667,2557,0
i,154.3333333,243.3333333,2070.333333,3292.333333,0
u,143,322.3333333,767.3333333,2425,0
y,138.3333333,261.6666667,2003.333333,2438,0
y,162,266.6666667,1686.666667,2217.333333,0
E~,146,634,1314,2625,1
a~,132.3333333,654,1452.333333,3026,1
O~,128,486.6666667,2001,2749.666667,1
u,188,400.3333333,898.6666667,2786,0
O~,159.3333333,464.3333333,1517,2841.666667,1
y,135,275.6666667,1895.333333,2264,0
o,150.3333333,336.6666667,721.3333333,2846.333333,0
a,121.6666667,742.3333333,1457.666667,2844.666667,0
i,130.3333333,265.6666667,2139,3246,0
i,139.3333333,292,2228.666667,3105.333333,0
u,133.3333333,459,1082.333333,2422.666667,0
E~,143.6666667,596,1344.666667,2068.666667,1
y,151.6666667,332.3333333,1876.333333,2340.666667,0
O~,152.6666667,423.3333333,1335.333333,2937,1
i,152,243,2293.333333,3387.333333,0
3,145,407.6666667,2064.333333,2792.333333,0
O~,159.3333333,483.3333333,1801,3070.666667,1
a~,140.6666667,681.6666667,1478.666667,2942.333333,1
y,150.6666667,276.6666667,1838.666667,2264.333333,0
a,130,690.6666667,1412,2734.666667,0
e,118.3333333,314.3333333,2273.333333,2950.333333,0
a~,132.6666667,668.6666667,1328.333333,2486.333333,1
O~,129.6666667,474.6666667,1846.666667,2843.666667,1
e,149,348.3333333,2113.333333,2729.666667,0
o,135.3333333,344.6666667,733.6666667,2624,0
e,123,339,2150,2772.333333,0
3,155,549.3333333,1937,2872.333333,0
2,127.3333333,328,1559,2677,0
e,124.6666667,360.3333333,2209,2988.666667,0
3,154.6666667,522.3333333,1939,2674.333333,0
a~,123,657,1600.333333,3035,1
u,156.6666667,339.3333333,759.3333333,3070.333333,0
O~,135.3333333,481.6666667,1932.666667,2866.666667,1
y,169.3333333,297.6666667,1834.666667,2309,0
o,123.6666667,339.3333333,883,2545,0
E~,135,566.3333333,1259.666667,2240,1
e,143.6666667,353.3333333,2128.333333,2954.333333,0
3,154.3333333,525.6666667,1901,2981.333333,0
E~,135.3333333,531.3333333,1277.666667,2382.333333,1
2,165.3333333,342.6666667,1342.666667,2450.333333,0
9,131.3333333,541.3333333,1353.666667,2872,0
u,149.6666667,310.3333333,905,2437.666667,0
3,147.3333333,409,2006.666667,2780.333333,0
o,134.3333333,350,863,2586.333333,0
y,142.6666667,306.3333333,1806,2297,0
y,133.6666667,316,1731,2412.666667,0
3,133.3333333,595.6666667,1887,2717.666667,0
2,139.3333333,307.6666667,1609,2621.666667,0
o,128,375.3333333,909.6666667,2494.666667,0
9,137.3333333,529.6666667,1591.333333,2612,0
9,172,600,1452,2642.666667,0
o,156.3333333,365.6666667,727.3333333,2947.333333,0
2,120,367,1454.333333,2362.666667,0
i,140,331.3333333,2185,3166.666667,0
2,125.6666667,335,1225.333333,2331.666667,0
a,126.6666667,688.6666667,1349.333333,2838,0
9,114.6666667,494.6666667,1595,2680.666667,0
a,117.3333333,618.6666667,1396.333333,2889.333333,0
a,132.3333333,691.3333333,1600,2618,0
O~,146.6666667,462.3333333,1354,2519.666667,1
E~,128.3333333,663.6666667,1210.666667,2289,1
u,143.3333333,427.6666667,897,2611,0
9,124,512.6666667,1459.333333,2506.666667,0
a~,136.3333333,542.3333333,1225.666667,2683.666667,1
2,126.3333333,330.3333333,1480,2293.666667,0
o,119,396.6666667,935.6666667,2639.666667,0
9,120.6666667,524.6666667,1590,2602.333333,0
a~,133.3333333,635.6666667,1077,2412.333333,1
u,165,309,778.3333333,2510,0
O~,130,483.6666667,1982,3143,1
a~,113.6666667,729.6666667,1636.666667,3346.333333,1
y,138.6666667,283.6666667,1610,2237.333333,0
u,145,299,761.6666667,2582.333333,0
a,123.3333333,682.6666667,1508,2757,0
e,129,374,2096,2813.666667,0
E~,147.6666667,585.6666667,1353.333333,2171.333333,1
i,146,303.6666667,2371,3345.333333,0
a,129.3333333,711,1446.333333,2824.333333,0
E~,125.3333333,628.6666667,1269,2178,1
i,118,269.3333333,2124.666667,3281.333333,0
a,271.6666667,839.3333333,1600.333333,3057,0
y,260,357.3333333,1902,2562.666667,0
3,245.6666667,668.6666667,1433,2199,0
o,266.6666667,409,1035.666667,2655,0
u,262.6666667,293,1191.666667,2436.333333,0
9,276.3333333,676,1670,2867.666667,0
2,239.6666667,411,1529.333333,2694.333333,0
9,238,690.3333333,1563,2964.666667,0
e,267,420.6666667,2388.666667,3081.333333,0
O~,274.6666667,407.6666667,1773.333333,3287.333333,1
i,150.6666667,309.3333333,2363,3152,0
E~,271.3333333,511.3333333,1291.333333,2504,1
3,235,504.3333333,2245.666667,3014,0
3,218,610.6666667,2404.666667,3032,0
o,196.6666667,355.6666667,766.3333333,2966,0
y,194.3333333,328.3333333,1819,2659.333333,0
3,263.3333333,722.6666667,2162,3187.666667,0
9,252.3333333,729,1776.333333,2868.666667,0
i,245,261,2319,3166.333333,0
O~,233.3333333,509,1523.666667,3002.333333,1
u,199,343.3333333,1284.666667,2484.333333,0
a~,268.6666667,468,933,2493.666667,1
i,178.6666667,314.6666667,2183.666667,2796.333333,0
y,151.6666667,309.6666667,2038,2506,0
a~,244.3333333,532.3333333,901.6666667,2611,1
2,230,390.6666667,1595,2642,0
a,270.6666667,809,1205.666667,2354.666667,0
u,273.6666667,307.3333333,955,2699.333333,0
2,273.6666667,460,1639,2690.333333,0
a~,252.3333333,446.6666667,939,2229,1
u,269.6666667,296.3333333,881.3333333,2348.333333,0
a~,234.6666667,490.3333333,1323.333333,2681,1
a,268.6666667,807,1585.333333,2249.333333,0
a,286.3333333,789.3333333,1428,2589,0
e,155,368.6666667,1543.333333,2509,0
2,277,415.6666667,1611.333333,2857.333333,0
2,242,353.3333333,1607.333333,2673.666667,0
9,198.3333333,706,1533,2745,0
E~,264,402.6666667,1128.333333,2112,1
O~,216.6666667,402.3333333,1626,2822.666667,1
3,241.6666667,677.3333333,2331.333333,3112.333333,0
i,276.6666667,282.3333333,2065.333333,2874.333333,0
O~,167.6666667,381.6666667,1081,2454.333333,1
9,283,714.6666667,1716.666667,2989.333333,0
a~,273.6666667,642,1545,3516.666667,1
o,248.3333333,435.6666667,1217.333333,2953,0
a,269,774.6666667,1527,2683.666667,0
2,260.6666667,429,1765.333333,2766,0
9,199,644,1753,2933,0
3,263.6666667,647,2220,3236.333333,0
E~,153.3333333,402.6666667,1190,1960.666667,1
i,240.3333333,311.6666667,2254.666667,3383,0
e,259.3333333,402,1935.333333,2836.333333,0
E~,153,516,1292.333333,2434.666667,1
e,203.6666667,399.3333333,2104.666667,3051,0
o,263.6666667,433.3333333,1162.666667,2623,0
e,243,446.3333333,2369.666667,2860,0
E~,249.6666667,516,1196.666667,2072.666667,1
e,245,423.3333333,2463.333333,3049.666667,0
o,249,407.6666667,1212.666667,2703.666667,0
i,241.6666667,268,2323.666667,3410.333333,0
u,287.6666667,380.6666667,927,1933.666667,0
y,150.3333333,350.6666667,2077.333333,2588,0
y,282.3333333,322,2072.666667,2677.333333,0
E~,281,528.3333333,1266.333333,2528.666667,1
a~,236.6666667,416.6666667,892.6666667,2494.666667,1
O~,261,394.3333333,1078.333333,2581.666667,1
u,153.6666667,356.6666667,987.3333333,2917.666667,0
O~,269.3333333,331.6666667,1004,2248.333333,1
y,229,294.3333333,2003.333333,2386,0
o,160.6666667,375.3333333,1012.666667,2964,0
a,235.6666667,780.6666667,1662,3047,0
i,212,265.6666667,2112.333333,3184.666667,0
i,273.3333333,310,1788,2804.666667,0
u,252.6666667,338,824.3333333,2529,0
E~,240.3333333,697,1726,2602,1
y,285.3333333,418,1651.333333,2668,0
O~,295,406,968.6666667,2248.333333,1
i,233.6666667,298.6666667,1979.666667,3024.333333,0
3,264,531.3333333,2292.666667,2792.666667,0
O~,286,372.3333333,1386.666667,2647.333333,1
a~,287.6666667,389,950.3333333,2220.666667,1
y,279.6666667,313.3333333,2124.333333,2726.666667,0
a,244,788.6666667,1733.666667,3049.666667,0
e,207,378.6666667,2152.666667,2956.333333,0
a~,258.6666667,394.6666667,911,2344.666667,1
O~,247,380.3333333,765.6666667,2276.333333,1
e,158.6666667,371.6666667,1858.333333,2745.666667,0
o,255.3333333,413,914.3333333,2819.666667,0
e,278,511.3333333,2439.666667,3011,0
3,276.6666667,738.6666667,2218,3104.666667,0
2,236.6666667,377,1677,2823.333333,0
e,241,468,2191.666667,2867,0
3,277.6666667,617,1177.666667,2506.666667,0
a~,221.6666667,448.6666667,859,2371,1
u,230,378.6666667,860,2750.333333,0
O~,245,284,1061,2342.333333,1
y,262,310.3333333,2176.666667,2872.333333,0
o,272,458,1237.666667,2760.333333,0
E~,277,440,1205.666667,1962.666667,1
e,233.6666667,408.3333333,2169.666667,2851.333333,0
3,284.6666667,622,1528.666667,2745.333333,0
E~,274,431.6666667,1121.666667,1770,1
2,282,450,1567.333333,2667.333333,0
9,271.6666667,793.3333333,1633.333333,2913.333333,0
u,266,282.6666667,1260.333333,2840.333333,0
3,179.6666667,460,2208.333333,2952.666667,0
o,256.3333333,389.3333333,921.6666667,2531.666667,0
y,284,310.6666667,1836.666667,2449.666667,0
y,236.3333333,305.6666667,1891,2471.333333,0
3,276.3333333,710.3333333,2115,3151,0
2,272,417,1705.666667,2939,0
o,223,420.6666667,1061,2827,0
9,254,742.3333333,1730.333333,2853.333333,0
9,237.3333333,703,1555,2896,0
o,275,431.6666667,817,3158.666667,0
2,243.6666667,395.6666667,1514,2564.666667,0
i,264.3333333,311,1401.666667,2639,0
2,270,418.3333333,1461,2745.333333,0
a,249.6666667,749.6666667,1378,2187.333333,0
9,257.6666667,738.6666667,1728,2874.666667,0
a,225.3333333,720,1572.666667,2738.666667,0
a,223.3333333,874.3333333,1468.666667,2743,0
O~,271.6666667,345.6666667,1193,2221.666667,1
E~,220,398,1131,2024.666667,1
u,248.3333333,415,956.3333333,2884.666667,0
9,256.6666667,659,1711,2707,0
a~,258.3333333,436,971,2668.333333,1
2,240,433.3333333,1696,2558.333333,0
o,226,401,1208.333333,2760.333333,0
9,169.6666667,606,1639.666667,2737.666667,0
a~,235,461,934,2373.666667,1
u,158,318.6666667,981.3333333,2454.333333,0
O~,258.6666667,331.6666667,842.3333333,2257.666667,1
a~,250.6666667,534.3333333,1404.333333,3080.333333,1
y,155,319.3333333,1744.666667,2443.666667,0
u,199.6666667,342.3333333,1122.333333,2360.333333,0
a,266.6666667,753.6666667,1887,3117.666667,0
e,286.6666667,520,2229.333333,3090,0
E~,258.6666667,336,1200.666667,1961.333333,1
i,266.3333333,316,1928.666667,3294,0
a,221,823,1647.666667,3023.666667,0
E~,252,585.6666667,1249.666667,2391,1
i,277.6666667,265,1779,2682.666667,0
a,242.3333333,873.6666667,1398.333333,2542.666667,0
y,211,274,1928.333333,2446,0
3,259.3333333,680,1667,2374.333333,0
o,173,381.3333333,982.3333333,3098.666667,0
u,237.3333333,264,1163,2796.333333,0
9,196.6666667,652.3333333,1841,2790.333333,0
2,259.3333333,441.3333333,1630,2599.666667,0
9,224,702.6666667,1700,2491.333333,0
e,220.6666667,387.6666667,2206,2710.333333,0
O~,206.3333333,351.3333333,1417.666667,2907,1
i,234.6666667,253,2339.666667,3452.333333,0
E~,249.3333333,588,1339,2893,1
3,234.3333333,559.6666667,2070,2691,0
3,223,495,2409.333333,2667,0
o,261.6666667,446,784.6666667,3107,0
y,236,383.3333333,1833,2492,0
3,223.6666667,695.3333333,2101,2656,0
9,208.6666667,703,1699.666667,2409.666667,0
i,248.3333333,301.3333333,2405.666667,3857.666667,0
O~,259.6666667,322.3333333,1212.666667,2361,1
u,277.3333333,324.6666667,746,2287,0
a~,281,413,836.6666667,2504,1
i,200.6666667,325,1857,2859.333333,0
y,231.6666667,318.3333333,1982.666667,2415,0
a~,212.6666667,614.6666667,1869,2990.333333,1
2,222.3333333,402,1751.666667,2538.666667,0
a,205.3333333,953.6666667,1684.333333,2633.666667,0
u,280.3333333,294,795.6666667,2343,0
2,229.3333333,377,1696.666667,2616.333333,0
a~,186.6666667,616.3333333,984.3333333,2540.666667,1
u,244.6666667,268.6666667,934,2385.666667,0
a~,213.6666667,742.3333333,1071,3100.333333,1
a,200.3333333,896,1598.666667,2303,0
a,201.3333333,944,1518.333333,2540.666667,0
e,213.3333333,489,1477.333333,2551.333333,0
2,270,358,1840.333333,2731.666667,0
2,278.3333333,376,1727.666667,2804,0
9,222.6666667,715.3333333,1665,2767.666667,0
E~,216.3333333,733.3333333,1226.333333,3148.333333,1
O~,217.3333333,288,1289.333333,2294.333333,1
3,226.3333333,730.3333333,1597.333333,2751.333333,0
i,165.3333333,331.6666667,2192.666667,2548.666667,0
O~,231.3333333,256.3333333,1275.666667,2377,1
9,212.3333333,658,1659,2381,0
a~,221.3333333,533,944.3333333,2508,1
o,223,431.6666667,1001.333333,2856.333333,0
a,227.6666667,857.3333333,1529.666667,2492,0
2,217.6666667,433,1854,2592,0
9,201,661.3333333,1908,2854.333333,0
3,233.3333333,660.6666667,1700.666667,2412.333333,0
E~,236,497.3333333,1135.666667,1926.333333,1
i,280,293.6666667,1792.666667,2931.666667,0
e,214.3333333,350.6666667,2468.333333,3432.333333,0
E~,269,830.6666667,1301,2539.333333,1
e,218,331,2503.333333,3561.666667,0
o,149,392.3333333,980.6666667,2813.666667,0
e,278.6666667,414.3333333,1821.333333,2547,0
E~,233.3333333,696,1262.333333,2182,1
e,163,500.6666667,2330.333333,2987.666667,0
o,220.6666667,407.3333333,1108.333333,2854.666667,0
i,202,423,2367.666667,3402.333333,0
u,253.6666667,360.6666667,848.3333333,2777.666667,0
y,215,249.6666667,2295.333333,2716.666667,0
y,228.6666667,276.6666667,2360,2635.333333,0
E~,229.6666667,774.6666667,1933.666667,2181.333333,1
a~,163.3333333,629.6666667,1003.333333,2649.333333,1
O~,245.6666667,267,1249.333333,2275,1
u,170.3333333,438.6666667,1025.333333,3205.333333,0
O~,199,209.3333333,1709,2838.333333,1
y,210,221.6666667,2101.333333,2513.666667,0
o,219.6666667,363.6666667,853,2772,0
a,201,884,1635.333333,2586.333333,0
i,205.3333333,217,1955.666667,3249.333333,0
i,260,315.3333333,2353.333333,2574,0
u,236,260,1378.666667,2478.333333,0
E~,229.6666667,682.3333333,1372.333333,2592.333333,1
y,249.6666667,398.6666667,1798,2443,0
O~,280.3333333,314,1268.333333,2180,1
i,264.6666667,275,2113.666667,3162,0
3,200.6666667,533.6666667,2338.333333,3188.333333,0
O~,203.3333333,662.3333333,1884,2934,1
a~,232.6666667,718,1408,3213.333333,1
y,245.6666667,290.3333333,2152,2758,0
a,226.3333333,826,1653.666667,2469.666667,0
e,226.3333333,381.6666667,2254,3188.333333,0
a~,266.3333333,597.6666667,1138.333333,3347.666667,1
O~,158.6666667,409,1225.666667,2560.666667,1
e,226.6666667,458.3333333,2042.666667,2956,0
o,252.3333333,442,768.3333333,2732.666667,0
e,221.3333333,401.6666667,2173.333333,2790,0
3,277.6666667,699.3333333,1977.333333,2678.333333,0
2,237.6666667,449.6666667,1760,2815.333333,0
e,244,459,2121.666667,3064,0
3,201.6666667,680,1867.666667,2491.333333,0
a~,214.6666667,472,982,2742,1
u,202,375,738,2621.333333,0
O~,253.6666667,343.3333333,1015.333333,2809.666667,1
y,213.3333333,233.6666667,2033.333333,2457,0
